年月,地區,信用卡產業別,性別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
201405,臺灣,其他,2,未滿20歲,9025,10496259
201405,臺灣,其他,2,20(含)-25歲,256973,533250365
201405,臺灣,其他,2,25(含)-30歲,906657,2274544984
201405,臺灣,其他,2,30(含)-35歲,1529880,4654030535
201405,臺灣,其他,2,35(含)-40歲,1726812,6347527092
201405,臺灣,其他,2,40(含)-45歲,1559874,6876621093
201405,臺灣,其他,2,45(含)-50歲,1348038,6985205778
201405,臺灣,其他,2,50(含)-55歲,963385,6191788567
201405,臺灣,其他,2,55(含)-60歲,581257,4249983486
201405,臺灣,其他,2,60(含)-65歲,292313,2593981281
201405,臺灣,其他,2,65(含)-70歲,82680,734378230
201405,臺灣,其他,2,70(含)-75歲,26596,313864161
201405,臺灣,其他,2,75(含)-80歲,7546,177866734
201405,臺灣,其他,2,80(含)歲以上,18786,145133904
201406,臺灣,食,2,未滿20歲,6759,5791938
201406,臺灣,食,2,20(含)-25歲,168132,171212394
201406,臺灣,食,2,25(含)-30歲,528360,598743971
201406,臺灣,食,2,30(含)-35歲,956398,1115102045
201406,臺灣,食,2,35(含)-40歲,1244444,1411599258
201406,臺灣,食,2,40(含)-45歲,1297897,1463642770
201406,臺灣,食,2,45(含)-50歲,1204970,1405323112
201406,臺灣,食,2,50(含)-55歲,912303,1119726694
201406,臺灣,食,2,55(含)-60歲,616707,767769315
201406,臺灣,食,2,60(含)-65歲,365421,443929394
201406,臺灣,食,2,65(含)-70歲,129254,155002572
201406,臺灣,食,2,70(含)-75歲,50691,59076556
201406,臺灣,食,2,75(含)-80歲,17052,20944057
201406,臺灣,食,2,80(含)歲以上,13439,21062441
201406,臺灣,衣,2,未滿20歲,2613,4878656
201406,臺灣,衣,2,20(含)-25歲,60262,116086793
201406,臺灣,衣,2,25(含)-30歲,155713,336682273
201406,臺灣,衣,2,30(含)-35歲,254196,577669636
201406,臺灣,衣,2,35(含)-40歲,273161,655163517
201406,臺灣,衣,2,40(含)-45歲,238635,628184376
201406,臺灣,衣,2,45(含)-50歲,195980,584536663
201406,臺灣,衣,2,50(含)-55歲,132353,459000868
201406,臺灣,衣,2,55(含)-60歲,77528,295586282
201406,臺灣,衣,2,60(含)-65歲,39819,152437152
201406,臺灣,衣,2,65(含)-70歲,12565,48024845
201406,臺灣,衣,2,70(含)-75歲,4316,17858821
201406,臺灣,衣,2,75(含)-80歲,1213,6006884
201406,臺灣,衣,2,80(含)歲以上,3753,14671020
201406,臺灣,住,2,未滿20歲,901,2679410
201406,臺灣,住,2,20(含)-25歲,24707,81764979
201406,臺灣,住,2,25(含)-30歲,74860,304476139
201406,臺灣,住,2,30(含)-35歲,133209,595479093
201406,臺灣,住,2,35(含)-40歲,163058,771230691
201406,臺灣,住,2,40(含)-45歲,160306,817314194
201406,臺灣,住,2,45(含)-50歲,148272,819365827
201406,臺灣,住,2,50(含)-55歲,115482,637952887
201406,臺灣,住,2,55(含)-60歲,75077,451435664
201406,臺灣,住,2,60(含)-65歲,40204,224513968
201406,臺灣,住,2,65(含)-70歲,13677,75899577
201406,臺灣,住,2,70(含)-75歲,4896,25294196
201406,臺灣,住,2,75(含)-80歲,1712,9042480
201406,臺灣,住,2,80(含)歲以上,2344,15964964
201406,臺灣,行,2,未滿20歲,8878,7949653
201406,臺灣,行,2,20(含)-25歲,198638,144321479
201406,臺灣,行,2,25(含)-30歲,532756,471531810
201406,臺灣,行,2,30(含)-35歲,765610,775415928
201406,臺灣,行,2,35(含)-40歲,808763,916013968
201406,臺灣,行,2,40(含)-45歲,744061,888295831
201406,臺灣,行,2,45(含)-50歲,651822,792190669
201406,臺灣,行,2,50(含)-55歲,496785,604239593
201406,臺灣,行,2,55(含)-60歲,300363,360802439
201406,臺灣,行,2,60(含)-65歲,145086,170823847
201406,臺灣,行,2,65(含)-70歲,40909,49653140
201406,臺灣,行,2,70(含)-75歲,12849,14877340
201406,臺灣,行,2,75(含)-80歲,3226,4145198
201406,臺灣,行,2,80(含)歲以上,5335,8260227
201406,臺灣,文教康樂,2,未滿20歲,5243,28793729
201406,臺灣,文教康樂,2,20(含)-25歲,119517,329182344
201406,臺灣,文教康樂,2,25(含)-30歲,298449,950632320
201406,臺灣,文教康樂,2,30(含)-35歲,382404,1467589307
201406,臺灣,文教康樂,2,35(含)-40歲,404528,1883476293
201406,臺灣,文教康樂,2,40(含)-45歲,370518,2214961438
201406,臺灣,文教康樂,2,45(含)-50歲,298318,2112044733
201406,臺灣,文教康樂,2,50(含)-55歲,188301,1460424335
201406,臺灣,文教康樂,2,55(含)-60歲,105979,927260925
201406,臺灣,文教康樂,2,60(含)-65歲,53788,551069554
201406,臺灣,文教康樂,2,65(含)-70歲,17122,201356256
201406,臺灣,文教康樂,2,70(含)-75歲,6282,86700391
201406,臺灣,文教康樂,2,75(含)-80歲,1960,26940038
201406,臺灣,文教康樂,2,80(含)歲以上,5289,51527885
201406,臺灣,百貨,2,未滿20歲,6224,12266267
201406,臺灣,百貨,2,20(含)-25歲,147310,286249508
201406,臺灣,百貨,2,25(含)-30歲,437490,929750512
201406,臺灣,百貨,2,30(含)-35歲,719041,1565178677
201406,臺灣,百貨,2,35(含)-40歲,812735,1839921261
201406,臺灣,百貨,2,40(含)-45歲,725794,1818369515
201406,臺灣,百貨,2,45(含)-50歲,599560,1693612566
201406,臺灣,百貨,2,50(含)-55歲,409498,1335238629
201406,臺灣,百貨,2,55(含)-60歲,254863,849310771
201406,臺灣,百貨,2,60(含)-65歲,141681,452464641
201406,臺灣,百貨,2,65(含)-70歲,48874,160042696
201406,臺灣,百貨,2,70(含)-75歲,18166,56233289
201406,臺灣,百貨,2,75(含)-80歲,6940,21741939
201406,臺灣,百貨,2,80(含)歲以上,8083,23902083
201406,臺灣,其他,2,未滿20歲,8841,11053445
201406,臺灣,其他,2,20(含)-25歲,249593,514093652
201406,臺灣,其他,2,25(含)-30歲,856416,1930476129
201406,臺灣,其他,2,30(含)-35歲,1456030,3731130403
201406,臺灣,其他,2,35(含)-40歲,1679822,5024462861
201406,臺灣,其他,2,40(含)-45歲,1524978,5318597305
201406,臺灣,其他,2,45(含)-50歲,1324718,5295959752
201406,臺灣,其他,2,50(含)-55歲,942197,4396096593
201406,臺灣,其他,2,55(含)-60歲,564294,2928139948
201406,臺灣,其他,2,60(含)-65歲,280076,1529254582
201406,臺灣,其他,2,65(含)-70歲,79345,490191793
201406,臺灣,其他,2,70(含)-75歲,24918,192701257
201406,臺灣,其他,2,75(含)-80歲,7028,69723725
201406,臺灣,其他,2,80(含)歲以上,18373,125923762
201407,臺灣,食,2,未滿20歲,7722,6461894
201407,臺灣,食,2,20(含)-25歲,183757,183541312
201407,臺灣,食,2,25(含)-30歲,583378,647182050
201407,臺灣,食,2,30(含)-35歲,1067752,1214614896
201407,臺灣,食,2,35(含)-40歲,1406080,1586221532
201407,臺灣,食,2,40(含)-45歲,1470265,1668143681
201407,臺灣,食,2,45(含)-50歲,1382534,1624858448
201407,臺灣,食,2,50(含)-55歲,1052708,1295713896
201407,臺灣,食,2,55(含)-60歲,708748,876751166
201407,臺灣,食,2,60(含)-65歲,423132,504122117
201407,臺灣,食,2,65(含)-70歲,151713,177139362
201407,臺灣,食,2,70(含)-75歲,59669,70434662
201407,臺灣,食,2,75(含)-80歲,19654,23890103
201407,臺灣,食,2,80(含)歲以上,15838,23893719
201407,臺灣,衣,2,未滿20歲,2680,5027539
201407,臺灣,衣,2,20(含)-25歲,58965,111939547
201407,臺灣,衣,2,25(含)-30歲,158810,334861185
201407,臺灣,衣,2,30(含)-35歲,261531,581974884
201407,臺灣,衣,2,35(含)-40歲,291010,668821421
201407,臺灣,衣,2,40(含)-45歲,255092,633825386
201407,臺灣,衣,2,45(含)-50歲,212650,618479198
201407,臺灣,衣,2,50(含)-55歲,142737,465676876
201407,臺灣,衣,2,55(含)-60歲,82729,301761939
201407,臺灣,衣,2,60(含)-65歲,42359,155473498
201407,臺灣,衣,2,65(含)-70歲,12887,49925356
201407,臺灣,衣,2,70(含)-75歲,4196,16102141
201407,臺灣,衣,2,75(含)-80歲,1187,5011058
201407,臺灣,衣,2,80(含)歲以上,3982,15674386
201407,臺灣,住,2,未滿20歲,1122,3039841
201407,臺灣,住,2,20(含)-25歲,27323,91613921
201407,臺灣,住,2,25(含)-30歲,81396,332085799
201407,臺灣,住,2,30(含)-35歲,143050,646533645
201407,臺灣,住,2,35(含)-40歲,183601,883810727
201407,臺灣,住,2,40(含)-45歲,191274,992039637
201407,臺灣,住,2,45(含)-50歲,177864,994181510
201407,臺灣,住,2,50(含)-55歲,130903,739085985
201407,臺灣,住,2,55(含)-60歲,82246,493508479
201407,臺灣,住,2,60(含)-65歲,44086,247567233
201407,臺灣,住,2,65(含)-70歲,15086,84349925
201407,臺灣,住,2,70(含)-75歲,5499,29400978
201407,臺灣,住,2,75(含)-80歲,1979,11013486
201407,臺灣,住,2,80(含)歲以上,2638,17638376
201407,臺灣,行,2,未滿20歲,8105,6994304
201407,臺灣,行,2,20(含)-25歲,199927,147355525
201407,臺灣,行,2,25(含)-30歲,556562,489686370
201407,臺灣,行,2,30(含)-35歲,802646,808213631
201407,臺灣,行,2,35(含)-40歲,864711,969360179
201407,臺灣,行,2,40(含)-45歲,790598,935078101
201407,臺灣,行,2,45(含)-50歲,685375,836369459
201407,臺灣,行,2,50(含)-55歲,515275,625658065
201407,臺灣,行,2,55(含)-60歲,311492,376904627
201407,臺灣,行,2,60(含)-65歲,150857,180829320
201407,臺灣,行,2,65(含)-70歲,42314,49295359
201407,臺灣,行,2,70(含)-75歲,13167,16180617
201407,臺灣,行,2,75(含)-80歲,3231,4100337
201407,臺灣,行,2,80(含)歲以上,5654,9617261
201407,臺灣,文教康樂,2,未滿20歲,5435,32128575
201407,臺灣,文教康樂,2,20(含)-25歲,102634,314754359
201407,臺灣,文教康樂,2,25(含)-30歲,262447,924838223
201407,臺灣,文教康樂,2,30(含)-35歲,375995,1443797268
201407,臺灣,文教康樂,2,35(含)-40歲,431776,1902576228
201407,臺灣,文教康樂,2,40(含)-45歲,403343,2228868155
201407,臺灣,文教康樂,2,45(含)-50歲,320341,2158486186
201407,臺灣,文教康樂,2,50(含)-55歲,197244,1468166845
201407,臺灣,文教康樂,2,55(含)-60歲,107318,844268043
201407,臺灣,文教康樂,2,60(含)-65歲,53532,454057849
201407,臺灣,文教康樂,2,65(含)-70歲,17256,167538165
201407,臺灣,文教康樂,2,70(含)-75歲,6303,74137085
201407,臺灣,文教康樂,2,75(含)-80歲,1894,26867108
201407,臺灣,文教康樂,2,80(含)歲以上,5376,45288462
201407,臺灣,百貨,2,未滿20歲,6954,13483369
201407,臺灣,百貨,2,20(含)-25歲,151083,291233557
201407,臺灣,百貨,2,25(含)-30歲,448126,921621212
201407,臺灣,百貨,2,30(含)-35歲,750235,1571980258
201407,臺灣,百貨,2,35(含)-40歲,869389,1870390429
201407,臺灣,百貨,2,40(含)-45歲,779476,1836767486
201407,臺灣,百貨,2,45(含)-50歲,644542,1734483029
201407,臺灣,百貨,2,50(含)-55歲,433542,1309983751
201407,臺灣,百貨,2,55(含)-60歲,266012,841086306
201407,臺灣,百貨,2,60(含)-65歲,147177,446105616
201407,臺灣,百貨,2,65(含)-70歲,51447,156087776
201407,臺灣,百貨,2,70(含)-75歲,19181,61206077
201407,臺灣,百貨,2,75(含)-80歲,7194,22340228
201407,臺灣,百貨,2,80(含)歲以上,8298,26316305
201407,臺灣,其他,2,未滿20歲,8926,10947877
201407,臺灣,其他,2,20(含)-25歲,249172,513193207
201407,臺灣,其他,2,25(含)-30歲,849273,1801778329
201407,臺灣,其他,2,30(含)-35歲,1448227,3443327876
201407,臺灣,其他,2,35(含)-40歲,1687660,4621631507
201407,臺灣,其他,2,40(含)-45歲,1532162,4771672297
201407,臺灣,其他,2,45(含)-50歲,1337629,4838471707
201407,臺灣,其他,2,50(含)-55歲,950969,3962637525
201407,臺灣,其他,2,55(含)-60歲,567744,2650257481
201407,臺灣,其他,2,60(含)-65歲,281087,1472953651
201407,臺灣,其他,2,65(含)-70歲,79662,466477561
201407,臺灣,其他,2,70(含)-75歲,25080,183484432
201407,臺灣,其他,2,75(含)-80歲,6995,51815566
201407,臺灣,其他,2,80(含)歲以上,19293,116080834
201408,臺灣,食,2,未滿20歲,8630,7852619
201408,臺灣,食,2,20(含)-25歲,197816,215564458
201408,臺灣,食,2,25(含)-30歲,626811,769117381
201408,臺灣,食,2,30(含)-35歲,1122430,1400351236
201408,臺灣,食,2,35(含)-40歲,1477190,1804825079
201408,臺灣,食,2,40(含)-45歲,1547769,1917028438
201408,臺灣,食,2,45(含)-50歲,1464466,1862259033
201408,臺灣,食,2,50(含)-55歲,1124168,1475156995
201408,臺灣,食,2,55(含)-60歲,754202,999465564
201408,臺灣,食,2,60(含)-65歲,446173,567170451
201408,臺灣,食,2,65(含)-70歲,160194,196796072
201408,臺灣,食,2,70(含)-75歲,61513,76302201
201408,臺灣,食,2,75(含)-80歲,20489,26945779
201408,臺灣,食,2,80(含)歲以上,16627,26937079
201408,臺灣,衣,2,未滿20歲,2873,5169004
201408,臺灣,衣,2,20(含)-25歲,59104,111964608
201408,臺灣,衣,2,25(含)-30歲,151370,313653700
201408,臺灣,衣,2,30(含)-35歲,251983,545238489
201408,臺灣,衣,2,35(含)-40歲,284201,631224924
201408,臺灣,衣,2,40(含)-45歲,253391,609807552
201408,臺灣,衣,2,45(含)-50歲,213254,588867519
201408,臺灣,衣,2,50(含)-55歲,145209,464333367
201408,臺灣,衣,2,55(含)-60歲,83959,293123231
201408,臺灣,衣,2,60(含)-65歲,42426,149796641
201408,臺灣,衣,2,65(含)-70歲,12963,48928472
201408,臺灣,衣,2,70(含)-75歲,4049,14908623
201408,臺灣,衣,2,75(含)-80歲,1118,4761784
201408,臺灣,衣,2,80(含)歲以上,3703,14013663
201408,臺灣,住,2,未滿20歲,1311,4243878
201408,臺灣,住,2,20(含)-25歲,28199,90549041
201408,臺灣,住,2,25(含)-30歲,82104,313817381
201408,臺灣,住,2,30(含)-35歲,144094,612812897
201408,臺灣,住,2,35(含)-40歲,188773,839602514
201408,臺灣,住,2,40(含)-45歲,195769,963825534
201408,臺灣,住,2,45(含)-50歲,179569,942026366
201408,臺灣,住,2,50(含)-55歲,130622,702951987
201408,臺灣,住,2,55(含)-60歲,79803,437487615
201408,臺灣,住,2,60(含)-65歲,43175,228875770
201408,臺灣,住,2,65(含)-70歲,14825,76220610
201408,臺灣,住,2,70(含)-75歲,5503,27172794
201408,臺灣,住,2,75(含)-80歲,1868,9541560
201408,臺灣,住,2,80(含)歲以上,2622,16219991
201408,臺灣,行,2,未滿20歲,9296,7647924
201408,臺灣,行,2,20(含)-25歲,205142,148673418
201408,臺灣,行,2,25(含)-30歲,568249,488504382
201408,臺灣,行,2,30(含)-35歲,814278,795313128
201408,臺灣,行,2,35(含)-40歲,875038,953710548
201408,臺灣,行,2,40(含)-45歲,802834,910895092
201408,臺灣,行,2,45(含)-50歲,699698,811441999
201408,臺灣,行,2,50(含)-55歲,526749,613971714
201408,臺灣,行,2,55(含)-60歲,318775,369888849
201408,臺灣,行,2,60(含)-65歲,154337,176960815
201408,臺灣,行,2,65(含)-70歲,44058,48320170
201408,臺灣,行,2,70(含)-75歲,13357,14930279
201408,臺灣,行,2,75(含)-80歲,3458,4650048
201408,臺灣,行,2,80(含)歲以上,5765,9428847
201408,臺灣,文教康樂,2,未滿20歲,7815,29354192
201408,臺灣,文教康樂,2,20(含)-25歲,157542,372254582
201408,臺灣,文教康樂,2,25(含)-30歲,374375,1059155625
201408,臺灣,文教康樂,2,30(含)-35歲,448879,1577610697
201408,臺灣,文教康樂,2,35(含)-40歲,469518,1968100002
201408,臺灣,文教康樂,2,40(含)-45歲,441953,2433328420
201408,臺灣,文教康樂,2,45(含)-50歲,366027,2603442384
201408,臺灣,文教康樂,2,50(含)-55歲,222726,1768043497
201408,臺灣,文教康樂,2,55(含)-60歲,116568,942200118
201408,臺灣,文教康樂,2,60(含)-65歲,57678,508685525
201408,臺灣,文教康樂,2,65(含)-70歲,18544,188730312
201408,臺灣,文教康樂,2,70(含)-75歲,6471,77594634
201408,臺灣,文教康樂,2,75(含)-80歲,1920,22762305
201408,臺灣,文教康樂,2,80(含)歲以上,5654,53903138
201408,臺灣,百貨,2,未滿20歲,7812,15418076
201408,臺灣,百貨,2,20(含)-25歲,155301,308986095
201408,臺灣,百貨,2,25(含)-30歲,454744,966496052
201408,臺灣,百貨,2,30(含)-35歲,745559,1606925729
201408,臺灣,百貨,2,35(含)-40歲,853399,1884128514
201408,臺灣,百貨,2,40(含)-45歲,761954,1851041139
201408,臺灣,百貨,2,45(含)-50歲,641052,1723828193
201408,臺灣,百貨,2,50(含)-55歲,432851,1263658063
201408,臺灣,百貨,2,55(含)-60歲,262491,832352676
201408,臺灣,百貨,2,60(含)-65歲,144345,436622818
201408,臺灣,百貨,2,65(含)-70歲,50023,149760245
201408,臺灣,百貨,2,70(含)-75歲,17960,56376013
201408,臺灣,百貨,2,75(含)-80歲,7046,22756199
201408,臺灣,百貨,2,80(含)歲以上,8148,24233649
201408,臺灣,其他,2,未滿20歲,9939,16048921
201408,臺灣,其他,2,20(含)-25歲,260280,514904933
201408,臺灣,其他,2,25(含)-30歲,883223,1829577954
201408,臺灣,其他,2,30(含)-35歲,1475461,3441153979
201408,臺灣,其他,2,35(含)-40歲,1690849,4558288816
201408,臺灣,其他,2,40(含)-45歲,1532348,4834025010
201408,臺灣,其他,2,45(含)-50歲,1349614,4935516101
201408,臺灣,其他,2,50(含)-55歲,959647,4040459566
201408,臺灣,其他,2,55(含)-60歲,567769,2678609489
201408,臺灣,其他,2,60(含)-65歲,283427,1461899766
201408,臺灣,其他,2,65(含)-70歲,81003,454456006
201408,臺灣,其他,2,70(含)-75歲,25140,191409284
201408,臺灣,其他,2,75(含)-80歲,7070,51009639
201408,臺灣,其他,2,80(含)歲以上,19618,119958847
201409,臺灣,食,2,未滿20歲,8783,7181047
201409,臺灣,食,2,20(含)-25歲,176643,178812501
201409,臺灣,食,2,25(含)-30歲,544558,661247343
201409,臺灣,食,2,30(含)-35歲,984691,1143426003
201409,臺灣,食,2,35(含)-40歲,1296648,1449315061
201409,臺灣,食,2,40(含)-45歲,1352970,1509863947
201409,臺灣,食,2,45(含)-50歲,1273532,1467836789
201409,臺灣,食,2,50(含)-55歲,977344,1182771217
201409,臺灣,食,2,55(含)-60歲,659166,811155836
201409,臺灣,食,2,60(含)-65歲,395129,478416920
201409,臺灣,食,2,65(含)-70歲,144511,166665890
201409,臺灣,食,2,70(含)-75歲,55052,65829625
201409,臺灣,食,2,75(含)-80歲,18564,22627779
201409,臺灣,食,2,80(含)歲以上,14503,21494468
201409,臺灣,衣,2,未滿20歲,2930,5097981
201409,臺灣,衣,2,20(含)-25歲,56668,112368474
201409,臺灣,衣,2,25(含)-30歲,144422,327407184
201409,臺灣,衣,2,30(含)-35歲,232675,551863628
201409,臺灣,衣,2,35(含)-40歲,247269,610781828
201409,臺灣,衣,2,40(含)-45歲,209060,561503979
201409,臺灣,衣,2,45(含)-50歲,178984,561976408
201409,臺灣,衣,2,50(含)-55歲,127563,445949311
201409,臺灣,衣,2,55(含)-60歲,76453,294505288
201409,臺灣,衣,2,60(含)-65歲,38866,154567165
201409,臺灣,衣,2,65(含)-70歲,12298,52116762
201409,臺灣,衣,2,70(含)-75歲,3689,17056912
201409,臺灣,衣,2,75(含)-80歲,1039,4476865
201409,臺灣,衣,2,80(含)歲以上,3353,15210047
201409,臺灣,住,2,未滿20歲,1592,4498362
201409,臺灣,住,2,20(含)-25歲,26374,81622922
201409,臺灣,住,2,25(含)-30歲,73587,288320641
201409,臺灣,住,2,30(含)-35歲,126425,556884170
201409,臺灣,住,2,35(含)-40歲,152584,699034913
201409,臺灣,住,2,40(含)-45歲,153245,750030509
201409,臺灣,住,2,45(含)-50歲,148794,762902533
201409,臺灣,住,2,50(含)-55歲,116413,620095665
201409,臺灣,住,2,55(含)-60歲,73664,420117908
201409,臺灣,住,2,60(含)-65歲,39809,216613855
201409,臺灣,住,2,65(含)-70歲,13485,71458447
201409,臺灣,住,2,70(含)-75歲,4906,22637763
201409,臺灣,住,2,75(含)-80歲,1741,10039969
201409,臺灣,住,2,80(含)歲以上,2370,18261457
201409,臺灣,行,2,未滿20歲,10498,7680729
201409,臺灣,行,2,20(含)-25歲,195692,138239365
201409,臺灣,行,2,25(含)-30歲,537162,463105092
201409,臺灣,行,2,30(含)-35歲,769521,743183889
201409,臺灣,行,2,35(含)-40歲,815652,869482329
201409,臺灣,行,2,40(含)-45歲,740636,811672581
201409,臺灣,行,2,45(含)-50歲,657808,740570424
201409,臺灣,行,2,50(含)-55歲,505174,582790426
201409,臺灣,行,2,55(含)-60歲,308523,356604818
201409,臺灣,行,2,60(含)-65歲,149454,169991359
201409,臺灣,行,2,65(含)-70歲,43023,47518519
201409,臺灣,行,2,70(含)-75歲,12899,14938326
201409,臺灣,行,2,75(含)-80歲,3360,3768439
201409,臺灣,行,2,80(含)歲以上,5334,8580597
201409,臺灣,文教康樂,2,未滿20歲,6461,19419870
201409,臺灣,文教康樂,2,20(含)-25歲,125319,340116429
